parent;verbatim;type;edited;source
Packera aurea;Packera aurea × Packera schweinitziana;formula;Packera aurea × Packera schweinitziana;gbif checklists
Packera schweinitziana;Packera aurea × Packera schweinitziana;formula;Packera aurea × Packera schweinitziana;gbif checklists
Schedonorus arundinaceus subsp. arundinaceus;Schedonorus arundinaceus subsp. arundinaceus × pratensis;formula;Schedonorus arundinaceus subsp. arundinaceus × pratensis;gbif checklists
Schedonorus pratensis;Schedonorus arundinaceus subsp. arundinaceus × pratensis;formula;Schedonorus arundinaceus subsp. arundinaceus × pratensis;gbif checklists
Tragopogon porrifolius;Tragopogon porrifolius × pratensis;formula;Tragopogon porrifolius × pratensis;gbif checklists
Tragopogon porrifolius;Tragopogon porrifolius x pratensis;formula;Tragopogon porrifolius × pratensis;gbif checklists
Tragopogon pratensis;Tragopogon porrifolius × pratensis;formula;Tragopogon porrifolius × pratensis;gbif checklists
Tragopogon pratensis;Tragopogon porrifolius x pratensis;formula;Tragopogon porrifolius × pratensis;gbif checklists
Sagina procumbens;Sagina procumbens x subulata;formula;Sagina procumbens × subulata;gbif checklists
Sagina procumbens;Sagina procumbens × subulata;formula;Sagina procumbens × subulata;gbif checklists
Sagina subulata;Sagina procumbens x subulata;formula;Sagina procumbens × subulata;gbif checklists
Sagina subulata;Sagina procumbens × subulata;formula;Sagina procumbens × subulata;gbif checklists
Euphrasia hyperborea;Euphrasia hyperborea × wettsteinii;formula;Euphrasia hyperborea × wettsteinii;gbif checklists
Euphrasia hyperborea;Euphrasia hyperborea x wettsteinii;formula;Euphrasia hyperborea × wettsteinii;gbif checklists
Euphrasia wettsteinii;Euphrasia hyperborea × wettsteinii;formula;Euphrasia hyperborea × wettsteinii;gbif checklists
Euphrasia wettsteinii;Euphrasia hyperborea x wettsteinii;formula;Euphrasia hyperborea × wettsteinii;gbif checklists
Carex lepidocarpa subsp. jemtlandica;Carex lepidocarpa ssp. jemtlandica × oederi;formula;Carex lepidocarpa subsp. jemtlandica × oederi;gbif checklists
Carex lepidocarpa subsp. jemtlandica;Carex lepidocarpa subsp. jemtlandica × oederi;formula;Carex lepidocarpa subsp. jemtlandica × oederi;gbif checklists
Carex lepidocarpa subsp. jemtlandica;Carex lepidocarpa ssp. jemtlandica x oederi;formula;Carex lepidocarpa subsp. jemtlandica × oederi;gbif checklists
Carex lepidocarpa subsp. jemtlandica;Carex lepidocarpa subsp. jemtlandica x oederi;formula;Carex lepidocarpa subsp. jemtlandica × oederi;gbif checklists
Carex oederi;Carex lepidocarpa ssp. jemtlandica × oederi;formula;Carex lepidocarpa subsp. jemtlandica × oederi;gbif checklists
Carex oederi;Carex lepidocarpa subsp. jemtlandica × oederi;formula;Carex lepidocarpa subsp. jemtlandica × oederi;gbif checklists
Carex oederi;Carex lepidocarpa ssp. jemtlandica x oederi;formula;Carex lepidocarpa subsp. jemtlandica × oederi;gbif checklists
Carex oederi;Carex lepidocarpa subsp. jemtlandica x oederi;formula;Carex lepidocarpa subsp. jemtlandica × oederi;gbif checklists
Potentilla anglica;Potentilla anglica × reptans;formula;Potentilla anglica × reptans;gbif checklists
Potentilla anglica;Potentilla anglica x reptans;formula;Potentilla anglica × reptans;gbif checklists
Potentilla reptans;Potentilla anglica × reptans;formula;Potentilla anglica × reptans;gbif checklists
Potentilla reptans;Potentilla anglica x reptans;formula;Potentilla anglica × reptans;gbif checklists
Cirsium rivulare;Cirsium rivulare x spinoissimum;formula;Cirsium rivulare × spinoissimum;gbif checklists
Cirsium spinoissimum;Cirsium rivulare x spinoissimum;formula;Cirsium rivulare × spinoissimum;gbif checklists
Ranunculus gmelinii;Ranunculus gmelinii × Ranunculus hyperboreus;formula;Ranunculus gmelinii × Ranunculus hyperboreus;gbif checklists
Ranunculus hyperboreus;Ranunculus gmelinii × Ranunculus hyperboreus;formula;Ranunculus gmelinii × Ranunculus hyperboreus;gbif checklists
Aspidium lonchitis;Aspidium lonchitis x lobatum;formula;Aspidium lonchitis × lobatum;gbif checklists
Aspidium lobatum;Aspidium lonchitis x lobatum;formula;Aspidium lonchitis × lobatum;gbif checklists
Rubus nigrobaccus;Rubus nigrobaccus × procumbens;formula;Rubus nigrobaccus × procumbens;gbif checklists
Rubus procumbens;Rubus nigrobaccus × procumbens;formula;Rubus nigrobaccus × procumbens;gbif checklists
Dryopteris affinis;Dryopteris affinis x filix-mas;formula;Dryopteris affinis × filix-mas;gbif checklists
Dryopteris affinis;Dryopteris affinis × filix-mas;formula;Dryopteris affinis × filix-mas;gbif checklists
Dryopteris filix-mas;Dryopteris affinis x filix-mas;formula;Dryopteris affinis × filix-mas;gbif checklists
Dryopteris filix-mas;Dryopteris affinis × filix-mas;formula;Dryopteris affinis × filix-mas;gbif checklists
Dryopteris cristata;Dryopteris cristata x spinulosa;formula;Dryopteris cristata × spinulosa;gbif checklists
Dryopteris spinulosa;Dryopteris cristata x spinulosa;formula;Dryopteris cristata × spinulosa;gbif checklists
Festuca arundinacea var. aspera;Festuca arundinacea var. aspera × Lolium perenne;formula;Festuca arundinacea var. aspera × Lolium perenne;gbif checklists
Festuca arundinacea var. aspera;Festuca arundinacea var. aspera x Lolium perenne;formula;Festuca arundinacea var. aspera × Lolium perenne;gbif checklists
Lolium perenne;Festuca arundinacea var. aspera × Lolium perenne;formula;Festuca arundinacea var. aspera × Lolium perenne;gbif checklists
Lolium perenne;Festuca arundinacea var. aspera x Lolium perenne;formula;Festuca arundinacea var. aspera × Lolium perenne;gbif checklists
Lolium perenne;Lolium perenne × Schedonorus arundinaceus subsp. uechtritzianus;formula;Lolium perenne × Schedonorus arundinaceus subsp. uechtritzianus;gbif checklists
Lolium perenne;Lolium perenne x Schedonorus arundinaceus subsp. uechtritzianus;formula;Lolium perenne × Schedonorus arundinaceus subsp. uechtritzianus;gbif checklists
Lolium perenne;Lolium perenne × Schedonorus arundinaceus ssp. uechtritzianus;formula;Lolium perenne × Schedonorus arundinaceus subsp. uechtritzianus;gbif checklists
Lolium perenne;Lolium perenne x Schedonorus arundinaceus ssp. uechtritzianus;formula;Lolium perenne × Schedonorus arundinaceus subsp. uechtritzianus;gbif checklists
Schedonorus arundinaceus subsp. uechtritzianus;Lolium perenne × Schedonorus arundinaceus subsp. uechtritzianus;formula;Lolium perenne × Schedonorus arundinaceus subsp. uechtritzianus;gbif checklists
Schedonorus arundinaceus subsp. uechtritzianus;Lolium perenne x Schedonorus arundinaceus subsp. uechtritzianus;formula;Lolium perenne × Schedonorus arundinaceus subsp. uechtritzianus;gbif checklists
Schedonorus arundinaceus subsp. uechtritzianus;Lolium perenne × Schedonorus arundinaceus ssp. uechtritzianus;formula;Lolium perenne × Schedonorus arundinaceus subsp. uechtritzianus;gbif checklists
Schedonorus arundinaceus subsp. uechtritzianus;Lolium perenne x Schedonorus arundinaceus ssp. uechtritzianus;formula;Lolium perenne × Schedonorus arundinaceus subsp. uechtritzianus;gbif checklists
Inula bifrons;Inula bifrons x Inula conyza;formula;Inula bifrons × Inula conyza;gbif checklists
Inula conyza;Inula bifrons x Inula conyza;formula;Inula bifrons × Inula conyza;gbif checklists
Atriplex glabriuscula;Atriplex glabriuscula x Atriplex prostrata;formula;Atriplex glabriuscula × Atriplex prostrata;gbif checklists
Atriplex prostrata;Atriplex glabriuscula x Atriplex prostrata;formula;Atriplex glabriuscula × Atriplex prostrata;gbif checklists
Mahonia aquifolium;Mahonia aquifolium x pinnata;formula;Mahonia aquifolium × pinnata;gbif checklists
Mahonia pinnata;Mahonia aquifolium x pinnata;formula;Mahonia aquifolium × pinnata;gbif checklists
Digitalis grandiflora;Digitalis grandiflora x lutea;formula;Digitalis grandiflora × lutea;gbif checklists
Digitalis lutea;Digitalis grandiflora x lutea;formula;Digitalis grandiflora × lutea;gbif checklists
Rumex crispus;Rumex crispus x pseudonatronatus;formula;Rumex crispus × pseudonatronatus;gbif checklists
Rumex crispus;Rumex crispus × pseudonatronatus;formula;Rumex crispus × pseudonatronatus;gbif checklists
Rumex pseudonatronatus;Rumex crispus x pseudonatronatus;formula;Rumex crispus × pseudonatronatus;gbif checklists
Rumex pseudonatronatus;Rumex crispus × pseudonatronatus;formula;Rumex crispus × pseudonatronatus;gbif checklists
Asplenium trichomanes;Asplenium trichomanes x adiantum nigrum;formula;Asplenium trichomanes × Adiantum nigrum;gbif checklists
Adiantum nigrum;Asplenium trichomanes x adiantum nigrum;formula;Asplenium trichomanes × Adiantum nigrum;gbif checklists
Carex aquatilis subsp. aquatilis;Carex aquatilis ssp. aquatilis × elata ssp. elata;formula;Carex aquatilis subsp. aquatilis × elata subsp. elata;gbif checklists
Carex aquatilis subsp. aquatilis;Carex aquatilis subsp. aquatilis x elata subsp. elata;formula;Carex aquatilis subsp. aquatilis × elata subsp. elata;gbif checklists
Carex aquatilis subsp. aquatilis;Carex aquatilis subsp. aquatilis × elata subsp. elata;formula;Carex aquatilis subsp. aquatilis × elata subsp. elata;gbif checklists
Carex aquatilis subsp. aquatilis;Carex aquatilis ssp. aquatilis x elata ssp. elata;formula;Carex aquatilis subsp. aquatilis × elata subsp. elata;gbif checklists
Carex elata subsp. elata;Carex aquatilis ssp. aquatilis × elata ssp. elata;formula;Carex aquatilis subsp. aquatilis × elata subsp. elata;gbif checklists
Carex elata subsp. elata;Carex aquatilis subsp. aquatilis x elata subsp. elata;formula;Carex aquatilis subsp. aquatilis × elata subsp. elata;gbif checklists
Carex elata subsp. elata;Carex aquatilis subsp. aquatilis × elata subsp. elata;formula;Carex aquatilis subsp. aquatilis × elata subsp. elata;gbif checklists
Carex elata subsp. elata;Carex aquatilis ssp. aquatilis x elata ssp. elata;formula;Carex aquatilis subsp. aquatilis × elata subsp. elata;gbif checklists
Carex aquatilis;Carex aquatilis × elata;formula;Carex aquatilis × elata;gbif checklists
Carex aquatilis;Carex aquatilis x elata;formula;Carex aquatilis × elata;gbif checklists
Carex elata;Carex aquatilis × elata;formula;Carex aquatilis × elata;gbif checklists
Carex elata;Carex aquatilis x elata;formula;Carex aquatilis × elata;gbif checklists
Ophrys bombyliflora;Ophrys bombyliflora x Ophrys scolopax;formula;Ophrys bombyliflora × Ophrys scolopax;gbif checklists
Ophrys scolopax;Ophrys bombyliflora x Ophrys scolopax;formula;Ophrys bombyliflora × Ophrys scolopax;gbif checklists
Symphyotrichum ciliolatum;Symphyotrichum ciliolatum × Symphyotrichum laeve;formula;Symphyotrichum ciliolatum × Symphyotrichum laeve;gbif checklists
Symphyotrichum laeve;Symphyotrichum ciliolatum × Symphyotrichum laeve;formula;Symphyotrichum ciliolatum × Symphyotrichum laeve;gbif checklists
Asplenium pseudofontanum;Asplenium pseudofontanum x majoricum;formula;Asplenium pseudofontanum × majoricum;gbif checklists
Asplenium majoricum;Asplenium pseudofontanum x majoricum;formula;Asplenium pseudofontanum × majoricum;gbif checklists
Carex lachenalii;Carex lachenalii × parallela;formula;Carex lachenalii × parallela;gbif checklists
Carex lachenalii;Carex lachenalii x parallela;formula;Carex lachenalii × parallela;gbif checklists
Carex parallela;Carex lachenalii × parallela;formula;Carex lachenalii × parallela;gbif checklists
Carex parallela;Carex lachenalii x parallela;formula;Carex lachenalii × parallela;gbif checklists
Centaurea jacea;Centaurea jacea x scabiosa;formula;Centaurea jacea × scabiosa;gbif checklists
Centaurea scabiosa;Centaurea jacea x scabiosa;formula;Centaurea jacea × scabiosa;gbif checklists
Gentianella amarella subsp. amarella;Gentianella amarella ssp. amarella x campestris;formula;Gentianella amarella subsp. amarella × campestris;gbif checklists
Gentianella amarella subsp. amarella;Gentianella amarella ssp. amarella × campestris;formula;Gentianella amarella subsp. amarella × campestris;gbif checklists
Gentianella amarella subsp. amarella;Gentianella amarella subsp. amarella x campestris;formula;Gentianella amarella subsp. amarella × campestris;gbif checklists
Gentianella amarella subsp. amarella;Gentianella amarella subsp. amarella × campestris;formula;Gentianella amarella subsp. amarella × campestris;gbif checklists
Gentianella campestris;Gentianella amarella ssp. amarella x campestris;formula;Gentianella amarella subsp. amarella × campestris;gbif checklists
Gentianella campestris;Gentianella amarella ssp. amarella × campestris;formula;Gentianella amarella subsp. amarella × campestris;gbif checklists
Gentianella campestris;Gentianella amarella subsp. amarella x campestris;formula;Gentianella amarella subsp. amarella × campestris;gbif checklists
Gentianella campestris;Gentianella amarella subsp. amarella × campestris;formula;Gentianella amarella subsp. amarella × campestris;gbif checklists
Gentianella amarella subsp. amarella;Gentianella amarella subsp. amarella × campestris subsp. campestris;formula;Gentianella amarella subsp. amarella × campestris subsp. campestris;gbif checklists
Gentianella amarella subsp. amarella;Gentianella amarella ssp. amarella × campestris ssp. campestris;formula;Gentianella amarella subsp. amarella × campestris subsp. campestris;gbif checklists
Gentianella amarella subsp. amarella;Gentianella amarella subsp. amarella x campestris subsp. campestris;formula;Gentianella amarella subsp. amarella × campestris subsp. campestris;gbif checklists
Gentianella amarella subsp. amarella;Gentianella amarella ssp. amarella x campestris ssp. campestris;formula;Gentianella amarella subsp. amarella × campestris subsp. campestris;gbif checklists
Gentianella campestris subsp. campestris;Gentianella amarella subsp. amarella × campestris subsp. campestris;formula;Gentianella amarella subsp. amarella × campestris subsp. campestris;gbif checklists
Gentianella campestris subsp. campestris;Gentianella amarella ssp. amarella × campestris ssp. campestris;formula;Gentianella amarella subsp. amarella × campestris subsp. campestris;gbif checklists
Gentianella campestris subsp. campestris;Gentianella amarella subsp. amarella x campestris subsp. campestris;formula;Gentianella amarella subsp. amarella × campestris subsp. campestris;gbif checklists
Gentianella campestris subsp. campestris;Gentianella amarella ssp. amarella x campestris ssp. campestris;formula;Gentianella amarella subsp. amarella × campestris subsp. campestris;gbif checklists
Gentianella amarella;Gentianella amarella x campestris;formula;Gentianella amarella × campestris;gbif checklists
Gentianella amarella;Gentianella amarella × campestris;formula;Gentianella amarella × campestris;gbif checklists
Gentianella campestris;Gentianella amarella x campestris;formula;Gentianella amarella × campestris;gbif checklists
Gentianella campestris;Gentianella amarella × campestris;formula;Gentianella amarella × campestris;gbif checklists
Carex appropinquata;Carex appropinquata x remota;formula;Carex appropinquata × remota;gbif checklists
Carex appropinquata;Carex appropinquata × remota;formula;Carex appropinquata × remota;gbif checklists
Carex remota;Carex appropinquata x remota;formula;Carex appropinquata × remota;gbif checklists
Carex remota;Carex appropinquata × remota;formula;Carex appropinquata × remota;gbif checklists
Atriplex lapponica;Atriplex lapponica × longipes ssp. praecox;formula;Atriplex lapponica × longipes subsp. praecox;gbif checklists
Atriplex lapponica;Atriplex lapponica × longipes subsp. praecox;formula;Atriplex lapponica × longipes subsp. praecox;gbif checklists
Atriplex lapponica;Atriplex lapponica x longipes subsp. praecox;formula;Atriplex lapponica × longipes subsp. praecox;gbif checklists
Atriplex lapponica;Atriplex lapponica x longipes ssp. praecox;formula;Atriplex lapponica × longipes subsp. praecox;gbif checklists
Atriplex longipes subsp. praecox;Atriplex lapponica × longipes ssp. praecox;formula;Atriplex lapponica × longipes subsp. praecox;gbif checklists
Atriplex longipes subsp. praecox;Atriplex lapponica × longipes subsp. praecox;formula;Atriplex lapponica × longipes subsp. praecox;gbif checklists
